caption,username
Marvelous ! Tip: make sure to know tide hours if not you won’t be able to get out the tiny beach at the left that is totally worth it to visit,Cam Gadola
Amazing  view of the sunset and drinks are just perfect,alex caban
"Most beautiful beach in Bali!!! Very recommended, clean beach and so quiet and beautiful",agatha dhevy
Amazing scenery if you have the energy to go down and up stairs......exhausting but worth it,Tantri Budia
Many people. Beautifull but is very tourist. I dont like,Mayara Pimentel
"Breathtaking place, really beautiful.. Must see!! But be careful there are a lot of monkey that want to steal your stuff., dont use accessories here, if u dont want to lose it. Lol",Asri Nurasyah
I love this place the most from all place i went to....but be careful wt the monkey that so unfriendly. Anw..uluwatu have such a great view.,ventry siahaan
Amazing beach to spend whole day!!,Geeta Kaur
Beautiful sea and cliff,Tia Julianti
That's ulawati cave. I programmed maps.me to bring me to uluwatu beach and it brought me there. 3000 for the parking and you go the steps to the beach,Gilles Ducrocq
Best sunset view...,shreeji5
Outstanding surfing conditions. This spot deserves it's reputation as one of the best in the world.,Alex Dick
One of a good spot to enjoy the sunset and have a good waves too if you like to surf.,Kevin Jonathan
"Beautifull place, and lucky i can see rainbow in front of my feet",Reza Qolibar
Natural perfectly shaped beach,EDGAR RICARDO PEREZ NOVA
Nice beach. Amazing sunsets. Really fun on Sundays. They have Single Finns. Great you can get your surf on and cheap vendors up the street. Remember to bring sunscreen during the day and remember to have a ride organized to pick you up if you are not going by scooter or car.,Shamar Beckford
"This is such an unusual beach, as to get to it you have to walk down the steps, past warungs, surf shops and restaurants until you are at the foot of the cliff; then you walk through a sandy cave around to your left and through ankle deep …",Rubbi Khusain
Fantastic little hidden beach! Go early/during low tide!,Matt Lepoidevin
Nice place.. you can surfing here..,iing iing
Loved it. First time jn few ywars cought a really beautiful sunset there,Polina Ilicheva
Always love for this beach ❤️❤️❤️❤️,Anie Aryanti
Could be one of the best beaches to surf or just to swim if you prefer. It is not so crowded and there is beach enough for a lot of people. You have to be ready to clim down plenty of stairs while you pass by a lot of warungs in the way. Good place to take sunset photos.,Ander Parra
If I had one must visit place this would be it.  Make sure to plan to get here for the sunset as it's beautiful. …,Jeremy Kirkwood
"Really picturesque spot. Need to walk down the stairs to get to. Can watch he surfers surf , small area so can get busy with mostly tourists and some locals . Lots of little stores and cafe along the way. Parking for scooter at the top for a price , not allowed to use online car service such as grab or Go Jek here so plan accordingly",Melissa Wood
"Great views, nice staircase",Luke BeachCouch
"Excellent place to be! Unexplored, beautiful!",Alpa Desai
"Beautiful place, good atmosphere.",Annisa Giofani
An amazing beach for watching the sunset. It is also one of the best surf spots in the world so you can watch some very good surfers try their luck and get some very long rides. Exploring the beach at low tied is really fun as well although …,Garret MacAllen
I came to the Suluban Beach. It's very beautiful for sunbathing or surfing.,Taufan Azhari Nur Baladijaya
"Sunsets never get less magical.. You will find Uluwatu on the south- western tip of the Bukit Peninsula of Bali. This destination is world class for surf breaks and white sandy beaches, as well …",Parvez Tdv
"Good place to chill, has the best view for sunset",Dimas Aldiansyah
Been here more than couple times and never have I been dissatisfied with the foods👍🏼 also price is very cheap! Parking fee is Rp 5k. I'd recommend the warung at the very left from the entrance gate,Maura Marda Mayangsari
Lebih Beach is an exotic Black Sand Beach and the weaves are beautiful. it is away form the crowded tourist spot. you can also enjoy the local food here specially the fish BBQ,Shamon Khan
"I eat fish here. There are many resto that selling sea food. Some of them cook like mujair nyat nyat and it feels good although that was sea water fish. Second things we eat near the sea. So hot here so prepare to take a bath with sweat. Good food, good view",yu adventure gallery
Get here for the sunrise and stay until about 9am as the waves start jumping really high around then. Beautiful open temple beachside so you can enjoy the locals ceremonies if you are lucky. People are welcoming/friendly. This area is unspoiled with tourist so you get to see authentic Bali.,Jenn Pippin
"No beach here, but you can buy fish, lobsters and shrimps from fishermen. The market works 10pm-9am. The rest of the time you can eat the catch in nearby restaurants for a very modest price.",Alexey Alifirov
"Not suitable for watching the sunset, but it could be for sunrise. The waves are mighty! Lots of food stalls, but we visited only one named Warung Indah.",Wiwin Winingsih
Happy culinary vacation. There is a lot of sea food restaurant with traditional balinese taste here,Riska Ajeng
Chill out,Dewa Arby
White sand beach with beautiful view. You can hire local boot for snorkeling. indoneaiaholidaytrip.id,Balientdecken Touren & Ausflüge
"Just less then 50 meters from the main road, pecalang will stop you for IDR 5K entrance fee, enough parking lot with plenty warungs offering seafoods around. The beach itself is appropriate for family and kids to play. Nobody will approach you to beg or offering craft to buy. Quiet place for dinner or even for wedding photo. Swimming pools available as well for additional fee",Yan Suin
love it the paradise 😛 and i love surfing i cant life without surf 😜,subarashi chanel
"Many seafood restaurant here... Most off them selling grilled fish, fish meat ball and fish satay. Of course with balinese spices, a little bit spicy but delicious and rich with tummeric and coconut taste. Price is about 15,000 IDR per portion $1",Robby Alexander
"Peaceful beach. Not crowded. Water appears to be muddy from far. Once you enter it, you realize that it's an illusion due to the black sand on the ground. The water is crystal clear. Only locals visit it. Hence it's a very peaceful spot.",Himanshu Suvarna
"Your trip will be very beautiful & even it will not be boring, if your guide is smart set up your trip ...... Combining a journey requires a professional guide experience ... so not wrong if you have to be smart in determining your guide …",Ketut Suwitra
"A beautiful beach, and a place you can find so many restaurants that serve delicious 'sate languan' a seafood satay and fish soup... a place worth to visit if you're heading to the east part of Bali island using the Ida Bagus Mantra highway...",agung yudha
"The OES guesthouse is hidden up a small alleyway and behind a traditional Balinese house, I was really supprised at how luxurious this guesthouse is. It has excellent facilities and is so well laid out in a Balinese theme. A gold fish pond …",Michael Mckeon
"One of Place in Gianyar Area that offer you a traditional of Smoked Fish, Bali Satay, and many more. Should here between 4 and 7 pm because you will see how beautiful sunset are",Achmad Zainurrofiq
Amazing place and view. But not for swim 🙅🙅,VincentiusHW
Not for the tourist..really for locals but great view of the ocean.,Stephanie smith
"It's a great place for local fish, however make sure it's fresh and  not frozen, as most places sell frozen.  Also be aware that the ""english"" menu has prices which are double the local menu. Also prices are higher than in jimbaran market",Eugene Spirin
"Food everywhere, you can find it easily and the beach clean enough",Aprilia Trisya
I was just noticed this place called Lebih Beach although I often came for eating in Warung Indah which is always best serve Balinese Cuisine and recently I was caming to Bendega. This serbing incredibly pack amd super fresh drink. I want to come by again.,Hanila Hussein
There are a lot of variation of seafoods there so if you are looking for authentic seafood of indonesia you should go there. The restaurants were near the beach itself.,Rendra Maharyatna
All you can do here is eat the seafoods and you have many choices of warung.,August NinetyFive
Good place to enjoy beach Even though the sand is black But its pretty good …,Krisna Suryana
"There are so many food stalls which serve traditional seafood such as sate lilit, fish ball soup, fish soup, plecing kangkung with an affordable price.",Yulia Rachmawati
Nice food good price...😄,Rumondang Panggabean
Banyak tmpt makan murah dan enak di sini. Very recommended places to eat with your holed family members.,Medita Hermawan
"You want to try best origin food in Bali? So you must go to this place to try sate lilit in here, this place have the best kind of food in there",Sekar Rizqy
"the center of typical traditional food of lebih village such as seafood product satay, fish soup, etc nice place to enjoy relaxing with nice beach view",krisna jaya
"It is a good beach, have lots of tradisional balinese restaurants and great food",Power gaming m
"Nice,good food with affordable price,big parking space.sadly during we were here the beach are murky",Donna Setiawan
"Loved the beach place. The waves is quite high, this beach is only for surfing. So its fun to see people surf in this beach area.",Martin Soepringgo
"very quiet and relaxing place, if u hungry there is some good restaurant with cheap price",Agus Sastra
Good place for seafood lover. You can enjoy the food start from IDR.50.000,Sartika Suastika
The origin of sate lilit... Awesome seafoods.. traditional places to eat.. Definitely recommended..,Dimas Donny
Great place to enjoy the beautiful beach while having grilled fishes served at one of the nearby restaurant,SRI DAMAYANTI
The good place to have seafood in local warung. It's a half way airport to Amed. #amed #airport #localseafood,Exotic Voyages Indonesia
"A lot of seafood restaurants here. The beach is black sand, very windy and hot in afternoon",Tutde Darmawan
They have some nice restaurants overthere. The seafood dishes are great!,Arli Parikesit
Black sand beach with a nice view....my fav place is to eat at my seafood restaurant here and feel the sea breeze,Saputra Gede
"Pantai lebih located in Gianyar regency. Famous beach for locals, especially for locals. This beach often used for ceremony.",Mister Toya
swim free,abdullah wahid
Good place to eat balinese sate lilit from fish. Must try local food,mira virgayanti
Best place to fimd delicious and cheap.local seafood,IPutu Wirawan
"eat local in Pantai Lebih food court... it is tasty, cheap and clean!",Ibel DL
Wow nice place to relax. And also i think its a nice fishing spot,Jimmy Tan (Ryuki)
Great Restaurant serve affordable seafood dishes,Surya Djelantik
"This is a place to lookibg for balinesse sea food, beside a good sea shore view",I Nengah Suartika
Beach in gianyar....many local food seller which offer local fish culinary...,Komang Yaniarta
Nice place to have lunch with good quality of fish. :),Victor Tjakrapawira
"Nice beach for walking or surfing beach break, amazing drink on sunset time to the colonial beach hotel Ruama Luwih",Diah Fatmawati
It' s a good place for stroll along the beach and enjoy the breeze.,Prima Dewi
Nice place to have superb option of traditional balinese seafood,Putu Arimbawa
Affordable ready to eat fish and fresh fish. Also suitable for fishing.,Anna Sutanto
Most delicious food is first left after gate ☺️,Aria W. Kusuma
Who like sweet pottato rice a/k nasi sela should comes,Gde Artison Andarawata
"Clean Beach, not recommended for swimming, good for fishing 😁👍",Dwi Suasti
"A nice places to enjoy a sea food , good places and good price..",Pande Pastika
Had nice fish soup resto there.. Recommended!!!,JK168
Good fried fish and soup....great beach view,I Nyoman Gede Tribayu Usadha
Dark sand beach. Many restaurants with fresh seafood on shore.,Kreshna Lingga
Maybe some tourist know Kuta Beach and or Legion Beach... takes time to take a look at this beach.,Hany Witjaksono
There is much seafood restourant with cheap prices and delicious food,komang tri hana kusuma
Love the local/ tradisional balinese fish soup,Fidi Sjamsoedin
"balinese traditional seafood, good food n low price",I Gede Ari Suardana
Good fish soup at the nearest booth from the beach at the left from entrance,stanley DSM
Nice place for food and very reasonable price,Bakti Yasa
Good place to enjoy sunset. It is not that crowded.,Gibrana Hagaspa
Wonderful beach and nice local people over there,Laia GA
"Nice relaxed place to visit, good restaurants, good food, cold drinks and good prices",Robert Goudsblom
"this place is very nice to get the local food caled ""sate lilit""",dika fajarfajar
"The historical beach, place for many ceremony for our community. So sad with the beach erossion.",Turtle Ranger
Cheap good place to eat seafood. Eat like locals,naldo Japardy
Peacefully sea breeze,Yurika Maha
"Very beautiful view of beach , also the beach is very clean",Wibisana Sudarta
The best place to eat languan satay in Bali,hmaa architect
Local seafood restaurant and a nice taste,Rossaly Riny
Fresh and memorable place Clean and good place Recommended.,Rizalita De Mesa
Very nice beach with medium waves,Куандык Мамырбаев
Great spot. One of the many places worth a look,Sue Monaghan
Seafood lover must come to this places!!,Adit Bendoth
Great sea side seafood restaurant in Gianyar regency,Widiatmaja Ketut
"Clean, and there are many choice of food",Esty 1
mtnp,Yadnya Gaming
A good place to buy fish satay!,Gusti Surya
"Beautiful, alot of culinary option",i wayan wijayasa
perfect place and price for seafood...,Bali Fixer
Delicious sea food on the beach,Guseka Dharmaputra
You can eat fresh fish,Odoy 82
Great food. Fish soup and fish satay.,Chen Hendrawan
"Neat and clean, calm and quite beach.",Ravikrishnan Kakkirikkan
"Place to relax,, enjoy seafood and local cuisine..",Darma Yasa
Right place for cheap seafood...,Mira Zaini
Best place for eating satay,Astry Aryastri
Fresh seafood!! Family time!,Meninao Ville
Great fresh fish and seafood,Richard De Angelis
Big wave.. but still beautiful,fiqna syani
Another beautiful beach in bali,Tera Gedy
"Good food, cheap price",Ananda Gotama
"Beautiful, serene beach, with turquoise water and reefs. Needs to walk down the stairs to get here. Great beach to chill. Lots of great accomodations nearby/in front of the beach.",devina octovinata
"We were so lucky to be in this beach almost completely alone! Lovely environment with few cafes and restaurants with great view, but with higher prices.  The stairs to get down to the beach are a little bit challenging and quite tiring to get up, but still worth it.",Eva Ieridou
"Lovely place but a little far downstair tp the shore. Make sure you go up early if you  dont bring light with you. Cos it’s totally dark. And it’s not just a way up, there are some, so check your way down first to recognize the way up. Many resto below that serve any kond of food and beverages. Some hotel are also available and spoil you with amazing view of the beach. So adorable and amazing the view here. Wonderful🙏🏻☺️",Matthew One
"Great beach!! White sands and coral beach. There were a lot of adorable friendly dogs in the area. Perfect if you’re a dog lover 🐶❤️  To reach the beach you have to walk down a quite steep stairs, so watch your steps and prepare your glutes and calf muscles 😂",Anggia Anggraini
"Of course, I had to go down 200 steps and be careful with the monkeys, there are a lot of them along the stairs.  The beach is very cool! We didn’t swim, but we saw that we could do it.  We stayed in one of the villas on the beach and met the sunset to nothing - we liked it.  After sunset on the beach, you can order seafood that you just caught, they cook very tasty!  We advise you to visit",Elya Krasnukhina
"Careful with the steps, it was an adventure to get into the beach",Ida Bagus Alit Budi Utama
"My most favorite beach in Bali so far... Very very beautiful.. I didn't take many pictures, just enjoyed the moment, the view..",Rebeca Giovani Magdalena Tobing
"Lots of stairs to reach the beach itself, going down is fine but going back up is very tedious, but it's worth the beautiful beach, soft white sand, and the sunset. Lots of beach side restaurants too here, and a lot of cute dogs swimming along. Great place for surfers.",karekarai -
Beautiful beach with a lot of hidden place. I went to warung tomtom and have an umbrella and a coconut water. The owner is very friendly and nice. Do visit them when you are around! And go around the big reef. They have plenty of space to explore,Felzworld Vlog
"Beautifull beach not far from Padang-Padang beach,have to pass some stairs to go down,and enjoy the panorama 💕",Dayu Mira
Fantastic deep barrels. These photos are from the 1980s when it was a long hot walk to Bingin Beach but the reward was uncrowed barrels. It cost $1.00 Australian to have your board carried.,Chris Brennan
"Once you've trodden down a 5minute set of steps, lined by beautiful flowers and breathtaking ocean views; you'll reach the treasure that is Bingin. The white sand, swimmable ocean, sunset views, picturesque Cliffside and relaxed atmosphere …",Josh Campbell
"It's a beautiful beach especially to teach kids about the life at sea. Entrance is free. From the shore and the rocks, there are crabs, sea urchins, star fish and several kinds of fish. Going down is easy but the climb up requires stamina. The sunset makes it all worth it.",Emalyn Jiang
Beach with great sunset views and aerial shot,Riza Suhardi
"Very calm and serene vibes here. Nice white sands, very soothing and a great place to relax and enjoy the view",Rahma Farridah
"lovely small beach  with nice “warungs” next the Dreamlamd beach, popular spot for surf lovers 🏄🏾 🏄🏼‍♀️ .  in low tide you can walk to until Dreamland on the shore. prepare yourself for stairs down there, and probably you need more power on the way up on those stairs.",Gábor “Anorganik” Deutsch
Very few people there. The beach is beautiful and picturesque. During the low tide you can just sit in the water because there are no waves near the shore. Very nice spot for sunsets! But keep in mind that on the way up there will be no lights.,Alеna Milekhina
"Best beach around, no question. Yes, there are stairs, but it's really not too bad. And it's definitely worth it. The stairs make it a little more secluded. Nice amount of space to lay out. Saturdays there's live music. A couple of places …",Mitch McKenzie
"Wonderful beach, nice wave, not to crowded. But the parking space is far away from the beach access",Ary Christine
"Small beach with white sand, needs to access many stairs down hill, but worth to try. There are several small hotels facing the ocean. Will find warong to enjoy the beer and drink with the sound of sea wave around. During New Normal almost …",Sofyadi Ikhsan
Lots of stairs to get down but so worth it. The sand is white (though my photos didn’t turn out white ) if you go over two the left you can go behind the rocks to the small caves. The water was clean when I went and it was great for swimming.,Randi
"My favourite beach in Bali. No traffic. No motorbikes. No big tourist buses. Authentic and ever changing. Two international surf breaks. Many local restaurants and many steps down the cliff to get to paradise. It’s all about the sunsets, surf, swimming, fitness, family and friends.  Better to experience it for yourselves.",Claire Harrigan
All time! Quiet beach away from Kuta and Seminyak hustle. On low tide you can walk to Dreamland and Padang Padang Beach. …,D L
Super secret amazing beach! You need to go down through the stairs and restaurants to get to the beach. And there are some people go there to surf.,Steven Joice
Go there at around 3pm. Enjoy the sun and the water for 2-3 hours 😊  5k parking fees anf 15 minutes downwards walk. But worth it. …,Rahul Deshmukh
"My favourite beach for now! Here is not too much crowded and waves are not too high for swim. Very cosy atmosphere, good cafes around, nice places too stay. So if you're looking for a place to swim without crowd, very tasty seafood at …",Toshka
"Beautiful beach, fresh water, many reef, but still can swimming and i saw some surfers in the morning, nice vibe, many stairs good for exercise ;)",Dina Septiani
"Not too crowded because you have to walk 200 steps to reach the beach. I was completely surprised with the beauty. The waves are calm, so you can swim without doubt.",Lucia Mira Arthanita
"After surfing the whole day we sat at the best restaurant on Bingin beach !! Its not on the map but its right next to Kellys place and it has the perfect sunset spot. The food was so fresh and tasty. I highly recommend it. Great surf, great food, great spot. A lot of great!!!",Oceane Thomas-Gervais
One of my fave beach!!,fransiska pontoan
Nice beach view and places. Loves it. My favorite place so far.,annas absyar
Great Beach and a hiden jewl of Bali. A littel hard to find with a steep walk to the beach. But once there its simply amazing. Clear water with a very good surf 🏄. There are surf schools and rental places right at the beach and in the evening they have seafood barbeques that is cheaper and better than what you get in Jimbaran.,Eti Khang
Second favorite beach in Bali. Stunning sunrises and sunsets. Not too crowded. Very long and steep walk down stairs to get to it. You can sneak along the coast to get some isolation from almost everyone.,Andrew Peluso
"Lovely beach and surf spot, not a bad spot for beginners with lessons and rentals available. Make sure to stay for the sunset fish BBQ right on the beach 👌🏻",Harri Bennett
Nice Pebble Beach.. Quiet and Nice for Sunset,Robert Riady
"Great beach located in the Pecatu area. There is a large parking area off the main road, from there you have to walk down a winding flight of stairs to get to the beach. There's an abundance of cafes and restaurants in the area once you get there.",Bryan Martin
"Bingin beach in south kuta, bali, very beauty beach in the world,",Anis Permana
Great relax and surfing point( surfing not for begginers 😄),Roman Gutikov
The perfect beach,Anas Madrhar (MêTàLTrT)
got a good time to catch the sunset on a rainy days,Juniesty Asima
Such a wonderful short trip on beautiful Sunday morning in the south of Bali Island 😘 Bali is my beloved country and our Paradise Island 😇,Ms Awik
Really cool beach in Bali. Not too crowded and barely any vendors around. Rocky shore with a nice drop off about 10 meters from the shoreline. Cool little cafes around too.,Ryan
Beautiful hidden paradise in Bali. Kinda hope that not too many tourist discovers this place. So it can stay this serene and this beautiful. But I guess it's hard to stop talking about a place this gorgeous,Alvina Levana
"One of my favorite beach in Bali. Still clean and not too crowded, but you have to go down to the beach through a lot of stairs","Vania Melinda Aprilia, Go"
Good place for chilling out with amazing scenery,Pt. Dekna Martha Utama
"It's clean beach, and lot of rock on the beach",Dewi Said
Great beach to watch sunset with a lot of warung...,Marjorie Lt (Lililodia)
"This is a very nice and clean beach. Not too crowded, the tides are good, the view is amazing, and I spent hours here enjoying the view. There are some surfers here and surfing school so you might want to try …",Aldo Lim
"Beautiful beach,too many stairs to reach the beach but the stairs are worth to have the beautiful beach view",Yize Lee
"One of the nicest view beach along Uluwatu coast. Especially during sunset. Plenty of restaurants, warungs and hotels. The stairs down (and up) are still managable, though it will be a little bit dark after sunset.",Christina Susilo
A beautiful beach to see beautiful sunset. Recommended to visit!,Andrew Da-Drew
Beautiful like always,JM
"Awesome beach for sunset. A lot of surfers and locals, but short on tourists. If you're looking to get away from the popular scenes for a quiet sunset, this beach will check your box. …",Eric B. Hutchinson
"The stairs are the tough part. But the beach is nice. A few restaurants to eat at and enjoy a beer. the swimming is ok, no bad waves knocking you around. I did see an eel, snake and the damn “Bali biter”fish. Very close to the swimming area.",Barry Russell
Beautiful beach,Ikhsan Rahandono
Good set up. plenty of places to eat though most are expensive. Don't be tempted to surf the reef on the low tide like I did. Looks fun but the cuts are not worth it. The full tide wave is probably better suited to learners. More experienced surfers are better of surfing the ones you can see in the distance,Matt Dabron
Such a viby beach!!,Joose Kujala
bingin beach is a well kept secret from tourist crowds.  excellent surfing spot and a great place to spend a few days of a holiday.  there are great restaurants on beach so don't even need to leave.  Crystal clear water and friendly locals!,marie hewson
Bingin it,jaxx laurence
"One of several exotic beach at South Bali, White sands, clear water, and many cliff houses just like the one in mediteranian sea.",Aris Dharmawan
My favorite place in ulu,Sezin KIZILTAN
Beautiful beach with a lot of warung to buy drinks of some food.,Alex Bali Tour
"One of the best beach at Bali,good waves,nice warungs at the beach,fresh beer and local food,good vibes...100%recomend",Diego Dibbs1
Awesome,Rasikh
Favourite beach!,Natasha Warlond
One of my favourite beaches in Bali. Sunset seafood is a must!,Amoris et Verum
Beautiful but rocky and many stairs. The restaurants are very good though.,Andreea Andres
"Beautiful and fantastic beach. It locates in Bali, Indonesia.",shokry mahsob
"hidden good beach, a lot of restaurant home stay and villa around. good sunset view",Sidiq Anggara
"Beautiful beach 🌴, beautiful sunset",eko tondo
One of my favourite beach on south of Bali,Paolo Tanzi
A wonderful beach to enjoy the sunset in Bali ❤❤❤❤❤❤,Margaret Wongso
"Good sun bathing, surfing, eating and chill out spot!!!",Ari Wekku Sääski
Beautiful beach with a great vibe!,Ayu Mutia
👍,I Gede Tangkas.A.
Epic day to starting the summer,KopralTuuf
nice beach !!,Jeff G
So fascinating!,Dewi Krey
Exotic and beautiful beach,Angelo Budiantoro
Awesome,Damian Butler
"Nice, very nice and good waves",Sábela Garaus
Nice beach,larasnk
Beautiful beach !!,Frederico Carnevale
Good beach,yansi - 08
Amazing !,D P (Girl from Mars)
Good beach,rama wijaya
Wonderful beach,Carolus Junior Radypta De Tandang
Good sunset,Bali Bali
Small and beautiful,Marina Mazini
Wow,Elias Calarge Neto
Paradise 🙏🏽,Dani Alves
Beautiful.,Nick Mehmet
(Translated by Google) The stairs are really long... I think the beach is suitable for those who want to surf. …,Dhinda Perwita
"(Translated by Google) A beautiful beach, stone reefs are visible at low tide, at high tide the water completely closes the beach. There are several cafes, parking is paid, but not safe - I do not advise even leaving a helmet. …",Alena Estemesova
"(Translated by Google) Beautiful beach panorama, perfect for relaxing on the weekend, enjoying the sunset …",I Wayan Yoga Adi
"(Translated by Google) The hidden beach that is rarely known Here, we have to go down the stairs while seeing the beautiful colorful view of the villas. This month, the sea water is receding so the rocks look beautiful, filled with green …",MISS GC 92
"(Translated by Google) It is very beautiful, but we could not swim, the waves were very large To get to the beach, you need to walk 5 minutes by steps …",Alina Vozdvizhenskaya
"(Translated by Google) Nice view for sunset, and relax on a cold night  (Original) …",Its le
"(Translated by Google) The beach is really good (there are no beaches in Bali that aren't good lol). The place is a bit far in Uluwatu, and access to go down to the beach is already there by stairs. But it's good when you play on this …",Rafa Hendiansyah
"(Translated by Google) Nice and quiet beach. Lots of surfing. Near the villas in the Bingin area, Uluwatu …",Pramita Handarini
"Best beach in Bali. If you come when the tide is receding, you can access the secret beach located left to the main beach.  There are some lady who sell beer and other drinks.",Hadid Windoro
"Small but beautiful...path is the same as to the other beaches, but the view is astonishing...limited choices of refreshments and snacks...",Daniel
"BEST BEACH IN BALI 👏👏👏👏  I've been to many beaches in Bali (and other parts of Indonesia). I dare to say Suluban is one of the bestest! The coral reefs, the cave, the greens that surrounds, the ornaments make such magical harmony to the whole scenery. When you arrive, stairs are not too many to get to the beach. Pass the cave, then voila there you'll find the beautiful cliffs surrounding the ocean. Sand is crystal white and clean. Watch the sunset there, u won't forget it.",Elisa Samantha Tobing
"Fall in love with this beach!  People went here for surfing!  Nice , cool & clean beach!",lia muhammad
"One of the best beaches in Bali 🙌🏽 There’s a hidden beach on the left side, you just need to crawl a little bit under some rocks, and then there’s a big beach with calm and crystal clear waters!  Firstly, the views to get there are stunning. The path down is not that hard. There’s always shade under the rocks. There are some ladies selling cold drinks, snacks and noodles.",Eva Ieridou
One of the best beach in uluwatu area. Many cafees along the cliff. Beautiful place to see the sunset.,Yopie Janitra
Beautiful beach with big rocks like a cave,Natalia Tarra
"Suluban Beach, one of Bali's most stunning beaches, is a hidden gem worth seeing at least once. Take caution on the steps as you make your way to the beach. Suluban Beach is highly popular among surfers. The views from here are extraordinary. There is no entry fee at this place. There are a few fine stalls outside selling handmade stuff.",Nirav Jethva
"Good and beautiful place, but turns to a nightmare when you’re coming at the wrong time, especially public holiday. Crowded to the moon.",Williem Cahya
"Beautiful 'hidden' beach with superb view of the sunset. Path heading to the hidden beach is kind of difficult, but definitely worth it. Waves can get really strong nearing sunset time, so be careful while swimming!",karekarai -
"Beautiful small beach! But watchout for the steps down (around 10 minutes) and please watch your phone, there’s a lot of monkeys that not so friendly. …",Prasetya jati hutama nusi
One of the most beautifuo sunsets I've ever seen 🥰😍,Meily Vivi
"good place to see sunrise or sunset, and good for surfing",vin ken
Beautiful beach but to reach it needs some effort,Riri Nurdina Syam
Popular beaches among surfers in Southern Part of Bali. Getting down is a bit confusing because you need to pass through several warongs but the local people there are very helpful in showing you the way. …,Ignatius Ivan
"The stairs.. woof, you need effort to go down but it was worth it. The coral reef quite sharpy, wear water shoes if you want to swim. The water is clear and the white sand is just beautiful.",Audrie Anitha
"For all of you that's wondering:  1. Yes, the beach is as pretty as it is in the pictures (Saw it 1000x before …",Aldo Lim
One of my favorite beach in Bali island. I'll definately come back again if i visit bali,Liu Ven
"Very nice beach, pay parking for scooter at the entrance then you walk down some stairs and through the cave area. If you go left in the cave area there’s a larger beach with a ship wreck on it that has a lot more room to sit and a vendor selling cold drinks. Great place to watch sunset.",Keystone Tile
Amazing beach,MED SAMA
Beautiful beach 😍😍😍😍,Melody Putri
"There is no way to reach the beach by any vehicle. Not even bicycle nor motorbike. There are few entrance, but still u need to walk in some distance. Still walkable distance, but surely not a flat one. U need to go down some …",Rina the Wanderer
"After the entrance, you have to walk a little to reach down the beach. The beach is pretty, and have a lot to offer I think. Make sure to explore the beach to the right side cos they the view gets even better.",Riska
Great beach and the best place to watch the sunset. I hope someone taking care of the dog here. The dog is so cute and funny because he's also enjoying the beach with us 😂,Eric Win
very nice beach... it has 2 or more beaches.. tourists have to come here for sure.......,Petrus Zernicov
"Whole package tourist spot, It has many restaurant, many souvenir shop. Althought its not open space beach ,its beautiful with the cliff and white sand. Just be carefull with wild monkey.",ian suhendra
"Best place in Uluwatu for see the Sunset! Go to the Cafe on the Cliff, has an amazing views! 🤩",Candra L Warna
Although we had to go through an arduous path but that were so much worth it because the view is soooo beautiful 💕,Yolanda irawann
Cool Beach with Amazing View.  Surfing? Yass 💯 …,FX Thao Feng
"This place is beautiful. It is like hidden paradise behind the jungle,steep ladder and the rock itself. The view over the cliff is also beautiful and there is a lot of bar on that. It provides the magnificent view of suluban beach while …",safrul amri
One of my favorite beach in Uluwatu. I have to ride little bit far to reach this beach. Pass over the other beach on the way there. From the parking space you need to go walking like 10 minutes or so then you will see this beautiful place.,Sherel
One of the best beach at Bali. Nice surfing spot especially during windy season. A lots Café and restaurants nearby. You have to walk down the stairs to visit the beach. It is worth though,Rizki Kurniawan (R I Z K I リズキ)
"this beach like any other beach in Uluwatu area, you need to walk down the cliff but the stair path to this beach were a solid one. After arrive at the bottom, you need to pass a small cave before see the beach. There's also some ship's …",Laurel Manangka
Very nice small beach. Access trough small stairway. Nog very accessible. The beach itself is rather small so can get crowded fast during the day. Enough vendors selling sarong and Bintang. Sunset view is amazing!,Nick van Assendelft
worth thousand stairs tbh... nearly banged my head to the huge rock as well but still.. hands down come back again.. it's just too beautiful.,Christy S
"Parking fee IDR 3.000, lot of stair but best view of a beach",agas maha astra
Suluban Beach is a beautiful beach with great waves that challenges every surfer to enjoy the surf adventures.,Fanny
"Very nice beach. If you want to surf, you can try it here. For a relax day come to this place. Enough big umbrellas at the beach for 100000rp. The entrance cost also some rp.",Nils Spanjaards
"Nice calm and peaceful place. Need an effort to reaching the hidden beach. Passing through stairs and rocks cliff, but it’s really worthed!!",Patricia Liswanto
"Personal opinion this is one of the best beaches in Bali, amazing view and such beauty of the coral rocks in there ! Worth surfing and swimming 🤙🏻🤙🏻🤙🏻",Mr.K
"This place is natural Jacuzzi beach, my suggestion come here before 8-9 am, u will find the beauty's of this beach, there will be a few step stairs down to reach the beach, there's also bike and car park in top enterance, no fee enterance, …",Martius malik
Come for the sunset. Always stunning!,Lucy Leanatan
This place is a little piece of paradise! You have to climb down quite a ways from the parking area and then you can make your way through a little cave but on the others side it reveals this incredible hidden beach with fine white sand and …,Kieran Osborne
"This beach is really beautiful. A great beach to visit! The scenery is amazing. This beach is located not far from Uluwatu temple, the way to reach this beach is easy. We just need to go down the cliffs. Once we get down, we can see waves …",Dyan P.
Great place.. But i didnt catch the sunset view.. Will try again someday,Daniel Septian
